phrase_id,weak_phrase,recommended_replacement,severity_score,category
4673,Problem-solving skills,Debugged production outage reducing MTTR by 60%,0.41,specificity
4674,Good at,Skilled at,0.54,vague
4675,Basic understanding of,Foundational knowledge in,0.43,vague
4676,Passionate about,Deep experience with,0.41,buzzword
4677,Was responsible for managing,Directed,0.83,passive
4678,Different things,A range of initiatives including,0.62,vague
4679,Was asked to lead,Directed,0.81,passive
4680,Good at,Expert in,0.48,vague
4681,References available upon request,[Space better used for achievements],0.54,filler
4682,Job description,Professional contribution,0.51,format
4683,Communicated with stakeholders,Presented roadmap updates to 15+ stakeholders,0.83,specificity
4684,Basic understanding of,Beginning competency in,0.38,vague
4685,Etc.,[Name actual examples],0.97,vague
4686,Various tasks,Strategic initiatives such as,0.32,vague
4687,Some experience with,Emerging skills in,0.95,vague
4688,Networking,Grew referral pipeline generating 40% of new business,0.98,specificity
4689,Managed multiple projects,Directed 6 simultaneous launches across 2 markets,0.44,quantify
4690,Was asked to lead,Spearheaded,0.39,passive
4691,Results-oriented,Delivered measurable outcomes,0.98,buzzword
4692,Synergy,Cross-functional alignment,0.86,buzzword
4693,A lot of experience,Comprehensive background in,0.42,vague
4694,Responsible for,Directed,0.44,action_verb
4695,Dealt with,Navigated,0.52,action_verb
4696,Dealt with,Addressed,0.9,action_verb
4697,Etc.,[List specific items],0.81,vague
4698,Involved in,Instrumental in,0.89,action_verb
4699,References available upon request,[Remove entirely],0.63,filler
4700,Passionate about,Demonstrated expertise in,0.63,buzzword
4701,Job description,Professional contribution,0.79,format
4702,Assisted the team,Contributed to the QA team's testing of,0.77,action_verb
4703,Knowledge of programming,"Data engineering with Python, Spark, and Airflow",0.79,specificity
4704,Increased sales,Increased sales by $500K annually,0.57,quantify
4705,Leverage,Applied,0.58,buzzword
4706,Leverage,Capitalized on,0.87,buzzword
4707,Very experienced,Expert-level command of,0.72,quantify
4708,Was responsible for managing,Managed,0.54,passive
4709,Responsibilities included,Drove business results including,0.32,format
4710,Networking,Grew referral pipeline generating 40% of new business,0.42,specificity
4711,Detail-oriented,Meticulous in execution,0.55,buzzword
4712,Some experience with,Foundational experience in,0.73,vague
4713,Increased sales,Boosted conversion rate by 18%,0.94,quantify
4714,Duties included,Core deliverables included,0.4,format
4715,Took care of,Maintained,0.45,action_verb
4716,Etc.,[List specific items],0.54,vague
4717,Duties included,Core deliverables included,0.6,format
4718,Think outside the box,Unconventional thinker,0.57,buzzword
4719,Proficient in Microsoft Office,Document automation with Word templates,0.32,specificity
4720,Many projects,Multiple high-impact initiatives,0.41,vague
4721,Job description,Career highlight,0.88,format
4722,A lot of experience,8+ years of proven experience,0.54,vague
4723,Very experienced,Senior-level expertise in,0.76,quantify
4724,Various tasks,Specific deliverables including,0.41,vague
4725,Handled,Orchestrated,0.65,action_verb
4726,Job description,Professional contribution,0.31,format
4727,Duties included,Drove results including,0.6,format
4728,Participated in,Championed,0.6,action_verb
4729,Improved efficiency,Improved efficiency by 30%,0.72,quantify
4730,Large-scale project,Platform redesign handling 1M+ transactions,0.65,quantify
4731,Managed a team,Directed a 20-person department,0.8,quantify
4732,Good communication skills,Delivered training sessions to 100+ new hires,0.98,specificity
4733,Made,Produced,0.99,action_verb
4734,Was responsible for managing,Supervised,0.91,passive
4735,Assisted with,Enabled,0.3,action_verb
4736,Managed multiple projects,Directed 6 simultaneous launches across 2 markets,0.48,quantify
4737,Some experience with,Practical exposure to,0.81,vague
4738,A lot of experience,Comprehensive background in,0.33,vague
4739,Think outside the box,Innovative problem-solver,0.39,buzzword
4740,Familiar with,Applied understanding of,0.56,vague
4741,Networking,Grew referral pipeline generating 40% of new business,0.78,specificity
4742,Self-starter,Independent problem-solver,0.54,buzzword
4743,Think outside the box,Innovative problem-solver,0.68,buzzword
4744,Dealt with,Navigated,0.55,action_verb
4745,Helped with,Facilitated,0.53,action_verb
4746,Actively participated,Contributed [specific deliverable],0.72,redundant
4747,Passionate about,Demonstrated expertise in,0.67,buzzword
4748,Various tasks,Key responsibilities such as,0.42,vague
4749,Was responsible for managing,Managed,0.39,passive
4750,Involved in,Engaged in,0.6,action_verb
4751,Go-getter,Driven contributor,0.98,buzzword
4752,I am,[Omit pronoun],0.47,format
4753,Proficient in Microsoft Office,SharePoint administration and workflow design,0.7,specificity
4754,Worked on,Developed,0.53,action_verb
4755,Worked on,Engineered,0.73,action_verb
4756,Very experienced,Senior-level expertise in,0.57,quantify
4757,Very experienced,Senior-level expertise in,0.54,quantify
4758,Actively participated,Led [specific component],0.6,redundant
4759,Helped with,Collaborated on,0.97,action_verb
4760,Self-starter,Proactive initiator,0.89,buzzword
4761,Etc.,[List specific items],0.86,vague
4762,Was asked to lead,Headed,1.0,passive
4763,Effectively communicated,Articulated [topic] to [audience],0.68,redundant
4764,Saved money,Reduced costs by 30% via automation,0.79,quantify
4765,Participated in,Championed,0.7,action_verb
4766,Team player,Team-oriented professional,0.49,buzzword
4767,I am,[Rewrite in third person implied],0.49,format
4768,Responsibilities included,Achievements included,0.72,format
4769,Assisted the team,Enabled the product team to ship,0.77,action_verb
4770,Go-getter,Ambitious achiever,0.59,buzzword
4771,Helped with,Facilitated,0.76,action_verb
4772,Go-getter,Driven contributor,0.62,buzzword
4773,Saved money,Cut expenses by $150K per quarter,0.37,quantify
4774,Hard worker,Results-driven professional,0.8,buzzword
4775,Hard worker,Results-driven professional,0.73,buzzword
4776,Very experienced,Seasoned professional in,0.88,quantify
4777,Was given the opportunity to,Trusted to,0.74,passive
4778,Results-oriented,Generated concrete deliverables,0.57,buzzword
4779,Communicated with stakeholders,Aligned 6 department heads on strategic priorities,0.31,specificity
4780,Results-oriented,Produced tangible impact,0.54,buzzword
4781,Different things,Multiple workstreams such as,0.62,vague
4782,Improved efficiency,Cut operational costs by 25%,0.45,quantify
4783,I am,[Rewrite in third person implied],0.77,format
4784,Self-starter,Independent problem-solver,0.32,buzzword
4785,Good communication skills,Delivered training sessions to 100+ new hires,0.98,specificity
4786,Actively participated,Delivered [specific output],0.69,redundant
4787,Passionate about,Demonstrated expertise in,0.45,buzzword
4788,Utilized,Deployed,0.51,passive
4789,Increased sales,Expanded pipeline by 200+ leads,0.62,quantify
4790,A lot of experience,8+ years of proven experience,0.41,vague
4791,Was given the opportunity to,Selected to,0.74,passive
4792,Was asked to lead,Directed,0.59,passive
4793,Increased sales,Increased sales by $500K annually,0.83,quantify
4794,Think outside the box,Inventive analyst,0.82,buzzword
4795,Detail-oriented,Accuracy-focused contributor,0.94,buzzword
4796,Handled,Administered,0.72,action_verb
4797,Good communication skills,Presented quarterly results to board of directors,0.37,specificity
4798,Team player,Cross-functional contributor,0.99,buzzword
4799,Was asked to lead,Headed,0.43,passive
4800,Tasked with,Designated to,0.69,action_verb
4801,Passionate about,Specialized in,0.59,buzzword
4802,Successfully managed,Oversaw [add team size],0.52,redundant
4803,References available upon request,[Remove entirely],0.76,filler
4804,Job description,Value delivered,0.65,format
4805,Was responsible for managing,Supervised,0.46,passive
4806,Various tasks,Core functions including,0.83,vague
4807,Think outside the box,Solution architect,0.41,buzzword
4808,Problem-solving skills,Resolved critical data pipeline failure within 2 hours,0.58,specificity
4809,Responsible for,Led,0.88,action_verb
4810,Increased sales,Boosted conversion rate by 18%,0.76,quantify
4811,Job description,Achievement summary,0.57,format
4812,Duties included,Drove results including,0.98,format
4813,Many projects,Multiple high-impact initiatives,0.75,vague
4814,Effectively communicated,Presented to [audience],0.4,redundant
4815,Effectively communicated,Articulated [topic] to [audience],1.0,redundant
4816,Successfully managed,Coordinated [add outcomes],0.81,redundant
4817,Managed multiple projects,Managed 8 concurrent projects totaling $2M budget,0.53,quantify
4818,Detail-oriented,Quality-driven professional,0.7,buzzword
4819,Good at,Proficient in,0.97,vague
4820,Helped with,Assisted in delivering,0.92,action_verb
4821,Duties included,Drove results including,0.69,format
4822,Problem-solving skills,Resolved critical data pipeline failure within 2 hours,0.9,specificity
4823,Tasked with,Designated to,0.56,action_verb
4824,Problem-solving skills,Resolved critical data pipeline failure within 2 hours,0.42,specificity
4825,Communicated with stakeholders,Presented roadmap updates to 15+ stakeholders,0.53,specificity
4826,Think outside the box,Innovative problem-solver,0.93,buzzword
4827,Team player,Cooperative strategist,0.62,buzzword
4828,Detail-oriented,Thorough and methodical,0.61,buzzword
4829,Detail-oriented,Quality-driven professional,0.98,buzzword
4830,Some experience with,Foundational experience in,0.86,vague
4831,Knowledge of programming,Backend engineering with Java and Spring Boot,0.91,specificity
4832,Assisted the team,Enabled the product team to ship,0.47,action_verb
4833,Very experienced,Senior-level expertise in,0.3,quantify
4834,Worked on,Designed,0.91,action_verb
4835,Good at,Demonstrated competency in,0.35,vague
4836,Many projects,Several enterprise-scale programs,0.92,vague
4837,Was responsible for managing,Managed,0.8,passive
4838,Successfully managed,Coordinated [add outcomes],0.8,redundant
4839,Different things,Cross-disciplinary tasks including,0.88,vague
4840,Participated in,Championed,0.87,action_verb
4841,Knowledge of programming,"Proficient in Python, JavaScript, and SQL",0.55,specificity
4842,My duties were,Generated,0.74,format
4843,Different things,Cross-disciplinary tasks including,0.85,vague
4844,Did,Performed,0.89,action_verb
4845,Increased sales,Generated $1.2M in new business,0.83,quantify
4846,Made,Produced,0.56,action_verb
4847,Responsibilities included,Delivered value through,0.4,format
4848,Detail-oriented,Accuracy-focused contributor,0.45,buzzword
4849,Did,Accomplished,0.75,action_verb
4850,Was in charge of,Supervised,0.93,action_verb
4851,Familiar with,Hands-on experience with,0.83,vague
4852,Results-oriented,Produced tangible impact,0.78,buzzword
4853,Results-oriented,Drove outcome-focused initiatives,0.79,buzzword
4854,Was asked to lead,Headed,0.72,passive
4855,Increased sales,Grew revenue 35% year-over-year,0.4,quantify
4856,Think outside the box,Innovative problem-solver,0.45,buzzword
4857,References available upon request,[Space better used for achievements],0.55,filler
4858,Think outside the box,Unconventional thinker,0.96,buzzword
4859,Tasked with,Appointed to,0.74,action_verb
4860,Good at,Demonstrated competency in,0.77,vague
4861,Involved in,Played a key role in,0.4,action_verb
4862,Think outside the box,Solution architect,0.48,buzzword
4863,Hard worker,Results-driven professional,0.9,buzzword
4864,Was given the opportunity to,Chosen to,0.4,passive
4865,Responsible for,Oversaw,0.55,action_verb
4866,Some experience with,Practical exposure to,0.58,vague
4867,Effectively communicated,Presented to [audience],0.98,redundant
4868,Duties included,Core deliverables included,0.71,format
4869,Some experience with,Growing proficiency in,0.67,vague
4870,Objective: To obtain a position,[Craft a value proposition],0.75,filler
4871,Problem-solving skills,Architected caching solution reducing latency by 70%,0.64,specificity
4872,Good at,Demonstrated competency in,0.31,vague
4873,Managed multiple projects,Managed 8 concurrent projects totaling $2M budget,0.54,quantify
4874,Synergy,Cross-functional alignment,0.46,buzzword
4875,Go-getter,Target-focused executor,0.84,buzzword
4876,Saved money,Saved $200K annually through process optimization,0.75,quantify
4877,Passionate about,Proven track record in,0.62,buzzword
4878,Assisted the team,Supported the engineering team in delivering,0.89,action_verb
4879,Good communication skills,Delivered training sessions to 100+ new hires,0.93,specificity
4880,Improved efficiency,Reduced processing time by 40%,0.55,quantify
4881,Worked on,Designed,0.74,action_verb
4882,Managed multiple projects,Coordinated 12 projects with 95% on-time delivery,0.66,quantify
4883,Go-getter,Target-focused executor,0.97,buzzword
4884,Good communication skills,Delivered training sessions to 100+ new hires,0.91,specificity
